,tweet,Subjectivity,Polarity,Analysis,label
261,  Why dont you print the kilometres I travelled in the invoice UBER does that always  ,0,0,Neutral,
261, Dear ola support will you tell me why any rider have to pay cancellation charge either if drivers cancel the ride you people not giving any discount to rider,0,0,Neutral,
261,      Ola,0,0,Neutral,
261, Ola Uber drivers found with no licence in airport crackdown         httpstcoWmpuqE,0,0,Neutral,
261, See dicipline nobody has stone in hand  no ola hu uber nare This is RSS,0,0,Neutral,
261,Ppl fixing shaadi on Twitter DM while Im still waiting for refund replies from ola support Flipkart support etc,0,0,Neutral,
261,    In Maharashtra  httpstcoIyzQbZCOhM,0,0,Neutral,
261,Doesn’t toll money get added to your total bill    Our driver here is making us pay additionally I hope he’s not making money,0.75,0,Neutral,
261, But why it is refund only  because as it was showing  at the time of booking and charged  then it should be refund rs ,1,0,Neutral,
261, Getting error on booking a cab  httpstcoqUVTcXsNpb,0,0,Neutral,
261, Giveme the details of that journey which you say was cancelled I never knew,0,0,Neutral,
261,Height of publicity   add in Manickam aka  Auto 🤣   httpstcodJNGCyiuZl,0,0,Neutral,
261, Ive had to book a Ola to catch a flight now,0,0,Neutral,
261, When will i get a resolution to this Next life,0,0,Neutral,
261, Please look for it sooner🙏,0,0,Neutral,
261,     Chennai India  httpstcoZcZxZJqsn,0,0,Neutral,
261,  here is all the information  Please reach out to me with an update on the same  httpstcoyWMgsfzaM,0.125,0,Neutral,
261,  Janta toh kharid legi pr ye jo radicalised log hai Unka muskil hai   They only intrested in ola hu uber n then blast,1,0,Neutral,
261,Honkai Impact   Gokuraku Jodo GARNiDELiA by Ola Aphrodite  httpstcoNbySRwKtJ via ,0,0,Neutral,
261, Dmed,0,0,Neutral,
261,Its been three days since I Dm my details of ola registered  mobile be noNo reply yet      please help,0,0,Neutral,
261, And when u try to book share cab after buying monthly pass but Then u realise OLA dont count u as customer if u ride in Share th time no cab and I paid monthly charge to get this   httpstcoAxWZkBH,0,0,Neutral,
261, Ola cheating has gone up to a different level CRN  the fare from point A to point B was RS a school drop Driver suggests he will drop us back in the same car and asked to change the drop location Now the bill is  Ola says it is as per rules🤔,0.241666667,0,Neutral,
261, Thank you,0,0,Neutral,
261, Crn ,0,0,Neutral,
261, Yes but you cant break the  regulation for can aggregator fares  Or can you  ,0,0,Neutral,
261, Are you compliant with this    For indica how come  KMS is  when it should be max  with surge   httpstcoCNSJvHp   ,0,0,Neutral,
261,Dear  Today I booked Ola showing the price of Rs but when the ride was completed its price increased to Rs  I can know why this has happened to me,0,0,Neutral,
261,  Conduct similar drive against ola uber fellows also who cancel ride after taking booking,0.4,0,Neutral,
261, I wonder based on what do you predict price surge The event is over  hours in the future and you are predicting a surge What happens if I go ahead and book it with the displayed price and the demands are lower than what you expect tomorrow when I am travelling,0.125,0,Neutral,
261, Calling Uber or ola,0,0,Neutral,
261,    Drivers Ph is off What the hell is this  httpstcoHfHeKEJIqs,0,0,Neutral,
261,He can call OLA for next CAB ride,0,0,Neutral,
261,Will be travelling to  I think I would refer to Uber or Ola four wheelers as taxi and not CAB,0,0,Neutral,
261,Ola My place called vertigo,0,0,Neutral,
261, I always use ola money only bro even for rental last time it was ola money,0.533333333,0,Neutral,
261, Why cant I get it in Ola Money ,0,0,Neutral,
261, Already done check ur msg box,0,0,Neutral,
261, Yes of course I paid cash He demanded it,0,0,Neutral,
261, Done Refund immediately ,0,0,Neutral,
261,My   account is blocked  the reason is unclear to me please help me out to unblock it 🔓   ,0,0,Neutral,
261, Already done  no reply yet ,0,0,Neutral,
261,  Whats there to implement in this by state govt Its not Uber or Ola cab we are talking here,0,0,Neutral,
492,Tour specials auction only merchandises special limited cheki find Ola Aphrodite merchandises at EOY JCulture Festival    To attend her meet amp greet you will need to purchase at least  item from her…  httpstcocuSkQbG,0.528571429,-0.003571429,Negative,0
493, Kindly don’t believe in  because they are fakeMy ola trip was ensured and due to the driver taking the wrong route  i missed my flightAfter days days of follow upsThis is what they came up with an excuseWonderful job Acko    httpstcooDYiQebfa,0.725,-0.008333333,Negative,0
494, ola uber zommato Flipka Amazon culb factory sandela ani digital india  Google pay All these online businesses will not be closed otherwise the entire country of India will become a bay employment like utter pradesh because very large losses are damaging small shops,0.44702381,-0.011904762,Negative,0
495,   Ola send such Errant drivers on week leave to make up their mind n also give training how to drive n behave on    N when to horn n how to park n drive n all  Such silly mistakes r unsparable Pls fine amp suspend amp send proofs asap,0.59375,-0.020833333,Negative,0
496, Yes the issue is resolved But dont be unnecessarily harsh with the driver excpt the fact that while closing the ride he shouldve marked it as a breakdown So that no other person have to resort to this long process It shdve been automatic on your part Save resources amp time,0.51875,-0.021875,Negative,0
497, Ola hu uber Earth is flat,0.125,-0.025,Negative,0
498,CAA  You  have no problem with a Passport Ration Card voters list PAN Card Ola Uber and all the apps You have given all the details there The privacy question arises only with NRC Strange     ,0.575,-0.025,Negative,0
499,That’s true of every digital transaction fat cats in IT  Banking and platform skim off at least   of the value of people’s money  Like a Black Cab ride is  or even  cheaper than Ola Uber if paid in cash ,0.370833333,-0.029166667,Negative,0
500,     They are providing as far as I know I get them almost all the time Probably in your area people are less But from a price point uber is less than ola as far as autos is concerned,0.533333333,-0.033333333,Negative,0
501,Ur system is completely crack Can someone from ola can debate on the subject  olascam,0.366666667,-0.033333333,Negative,0
502, Ride CRN Driver asked me pay ₹ because the fare was ₹ but  ride showing on screen ₹ i have denied but he was not ready for ₹  so finally I have paid him ₹  I need to highlighted this issue because why Auto Driver demand extra,0.533333333,-0.033333333,Negative,0
503,Ola Layoffs  given pink slips total cuts to go upto  in next six months  httpstcocnxtIWCuf,0.35,-0.033333333,Negative,0
504,How smart is this have noticed this few times   how can you allow the driver to upload a pic with face hidden a teenager driving the vehicle amp don’t know if he is the actual cab driver Enable driver fingerprint scan before everyride    httpstcobCXRerEv,0.294047619,-0.038095238,Negative,0
505, My sister had made a booking yesterday night for th Dec at   am  As she was assured by her previous multiple Outstation journey that  are reliable and on time prior regarding their customer As prior to booking we recieved Driver Detail  httpstcoRyYijTfMZ,0.041666667,-0.041666667,Negative,0
506, Althugh aftr such a hctic sitution i recivd only msg some hw ths Question is just that r u seriously reliably concrned only with  driver amp in case of any emergency or Priority you dont have any other Driver ready to go thats    httpstcoUtZJXMQE,0.673611111,-0.043055556,Negative,0
507, FastTag will further reduce jobs FastTagecommerceAmazonFlipkartPhonePeBhimPaytm No cars Uber’s and Ola’s No houses coshare Est business closed and start upindia is in trillion economy clothes made in Bangladesh Arms made in USA and I phone assembly Indian No Jobs,0.3,-0.05,Negative,0
508,Shame on  I just read the story of  who had to drive his way home in an ola cab when the driver allegedly kept dozing off Read it in   should keep a limit on the number of hours a driver can work to avoid such massacre,0.3,-0.05,Negative,0
509, way cancellation charges when the driver its  min travel to your point  it was a long wait time  httpstcodtgzec,0.4,-0.05,Negative,0
510, So your cabbies at all places have same attitude Denied for drop location and not ready to cancel the booking  httpstcoVjKmnISk,0.3125,-0.05,Negative,0
511, I’ve been trying to get a refund for my ride on th Nov where I ended up paying twice for it Waited patiently for  days yet there’s been no followup What’s taking a refund this long,0.4,-0.05,Negative,0
512,Time for Uber and Ola to enter this space Rentals for long rides in India than intracity I guess,0.4,-0.05,Negative,0
513,  Thn after We were askd to cancel the ride as drivr was not ready to drive us thrugh although i can understand thats his personal call and As soon as he cancel i was issued with  cancellations chargewhich aftr contacting  is waived off,0.4,-0.05,Negative,0
514, No action yet,0.1,-0.05,Negative,0
515, Kms in  years   This is what an UberOla car does in  years source Uber drivers   I checked my car have done less than kms on each of my two cars in the last  years   How underutilized car 🚗 is as an asset for personal use,0.144444444,-0.055555556,Negative,0
516,OLA etc are facing tremendous hardshipsstudents are unable to fill up their online application forms for their examinations Is this something that webeing the citizen of the worlds largest democracycan expect where the govt in force talks of Digital India ,0.5,-0.055555556,Negative,0
517,    Eveerbody knows who kills after shouting ola hu uber  Long list will take you an entire day for you to read  httpstcoYloLnqbi Magnitude and scale of operations unmatched with any other religion in the world,0.466666667,-0.058333333,Negative,0
518, You guyz are shameless  I have been charged wrongly for the extra  kms I have attached all the screenshots but the only response i got was please wait we are checking into it You dont take this much time for charging extra money,0.46,-0.06,Negative,0
519, Dear Ola Support Team   I think you are really having zero knowledge of English and you are keeping some useless team members at your Digital Resolve team  My DMs r received at your end  since last one day but ZERO reply received till date  And you are keep asking  ,0.093333333,-0.06,Negative,0
520,     ola cancellation refund fraud    Driver did not come Forced me to cancel got  Rs fine Post complaint some coupon has been issued that too with validity to use again to book ola within two monthsWhy validity Do not cheat Indians,0.3,-0.061111111,Negative,0
521,I booked an  Prime for my outstation trip However I am paying only to see this The driver is not aware how to fix it either   I feel cheated  httpstcopDboGWDiQ,0.625,-0.0625,Negative,0
522,   Saw a FB post the other day complaining about the same thing Seems like this is the norm these days Thankfully Im not an ola user,0.25,-0.0625,Negative,0
523,He told me both locations are different they werent different The driver fooled me and asked me to step down in remote location   Is this how you people cheat and treat customer ,0.422222222,-0.063888889,Negative,0
524, Only cash or Ola Money available as payment options That’s stupid Why can’t I set up a cc I don’t want to do KYC for a new wallet just for rental,0.713636364,-0.065909091,Negative,0
525, Thanks for a fucked up experience ruined the whole day😊,0.433333333,-0.066666667,Negative,0
526, This is very simple and common answer in that time all service providers what action you taken no one can do this again,0.354761905,-0.066666667,Negative,0
527, Sir when can you initiate this in Bangalore Facing lot of issues with cab drivers Cabauto cancellations very rude demanding for more money etc Neither Ola or Uber taking it seriously  httpstcoaLVSRhZB,0.648888889,-0.074444444,Negative,0
528,   I missed by ola cab and chasing acko insurance from past  days No support from their side They ask for no show boarding pass which  clearly said doesn’t exist I have already provided my Bith the tickets tot he team ,0.316666667,-0.075,Negative,0
529, He has been visiting for the past  years but it hasn’t been resolved so far,0.625,-0.075,Negative,0
530,  Uber amp Ola drivers both taking customers for a ride by selectively accepting and then refusing During last twenty days Uber drivers have let down Uber needs to pull up their socks,0.177777778,-0.077777778,Negative,0
531,MhEH  White pvt taxi driver continuously usinh mobile while driving Seeing up n down again n again n driving car he may dash some just now at mahim w SB marg towards matunga took turn  ,0.144444444,-0.077777778,Negative,0
532,It’s almost  mins waiting for the  and my battery drained down to  from  but the  cab is still at the same location So unprofessional behaviours At the end  comes for the support,0.206944444,-0.077777778,Negative,0
533, I usually dont write but now new things ola drivers came up with they reach nearby not exactly your location when you call them up they argue they are on location then say cancel booking as by that time their  mins get over where customer get charged   httpstcoqeAHQsuSa,0.318181818,-0.079545455,Negative,0
534, Poorest services you have the the city like mumbai Shame on you ola Trying to book a cab from last  mins What you dont have enough cabs in Mumbai Zero frequency of cabs Very poor service provide   is so fast and reliable,0.486666667,-0.08,Negative,0
535,  Hi Ola Team  Today I have traveled by Ola Auto and my total charge amount RsI  have paid Rs by Paytm However its  still showing due balance Rs amounts in Ola Postpaid Please consider my payment and remove due amount in Ola Postpaid Please resolve it  httpstcoqHTEYmfWdV,0.5,-0.083333333,Negative,0
536,Is   seriously suggesting that the demands for cabs on  Jan at  is high already Bizzare  httpstcojiVuaRVbgn,0.603333333,-0.086666667,Negative,0
537, Tried again i am chasing   from past daysThe total loss encountered due to this was k next day flightdouble commute from airport kIf your rd party is not working its your duty to follow up not your customer’s duty  ,0.34375,-0.09375,Negative,0
538,so plz Its my request to  to take an action on himand a advice to  to   update their server As i was trying to complaint it was failing continuously,0.15,-0.1,Negative,0
539, Please let me know after my complaint why did my two rides got cancelled back to back    httpstcoEsiribEBf,0.066666667,-0.1,Negative,0
540,      You are such a pathetic company Same place same destination even after having a ola pass I get charged more  httpstcoNcDtxmyu,0.45,-0.1,Negative,0
541, Terrorist who are shouting  and burning homes destroying public property throwing stones on Indian citizen should be shot at site,0.033333333,-0.1,Negative,0
542, why driver not coming for pickup and why he accepted ride I am standing with my toddler and facing heavy difficulty with outside whether Shame on you Ola guys  httpstcosfhywrUk,0.275,-0.1,Negative,0
543, If you cant deliver in a city like mumbai where company aims to get majority of the revenue There only the available of cabs isn’t possible You idiot sell your company and go home,0.8,-0.1,Negative,0
544, Auto guys always demand for cash payment else they deny to come Some went ahead and told cancel trip and they wil drop us for same fare without booking  Always get to hear tat Ola holds back the payment to auto drivers hence they are forced to do this,0.108333333,-0.1,Negative,0
545, I have worst experience Confirmation comes late and than charge cancelation fee Cannot wait for five minutes Ola has best service,0.633333333,-0.1,Negative,0
546, Some of the people with whom i interacted on this topic said similar thing one ola cab driver actually said  that men feel a sexual urge that is difficult to suppress on seeing girls in foreign attire and that it was the girls fault It is actually scary people think this way,0.576388889,-0.104166667,Negative,0
547, How sick does one feel when we get charged more after buying a ola pass  Is it because you guys think the customer has to book ola just because he purchased the pass,0.678571429,-0.107142857,Negative,0
548, Returning money is secondary and NOT good enough  Your needs to be updated to address three issues  It must show if AC isnt functional  Rating of driver must have following parameter also a Asking destination on telephone b Talking loudly on phone continuously 🙏,0.46,-0.11,Negative,0
549, I hav serious safty concern with Ola Auto raised this several times before Today again the driver amp vehicle came for pick up are different frm what is shown in the app I had to take this ride due to urjency  CRN    httpstcoVeirSeNP,0.410416667,-0.114583333,Negative,0
550, almost missed my flight because of your driver who not only requested OTP on call made me wait for about half an hour but also refused to come to the location Wasted about  hour on this who’s    ,0.388888889,-0.122222222,Negative,0
551,Dear   pls make a rule for ur drivers to stop using mobile phone during driving I use  rides a month  of the drivers talking almost  of the driving time over handsfree while driving making life unsafe for passengers other vehicles n pedastrians ,0.375,-0.125,Negative,0
552, i paid ola postpaid amount transition also sucessfull But it shows due  httpstcomockjtcOI,0.375,-0.125,Negative,0
553,She is unfit n unbecoming of FM She had said due to Ola n Uber sales of cars has declined Now in stead of showing concerned for soar price  of Onions she said her family doesnt uses onions Shameless person,0.375,-0.125,Negative,0
554, Done let me know for any other information,0.375,-0.125,Negative,0
555,I just wonder what action will  take on Abdul for treating Ola customers do badly Does Ola realise how much damage drivers like Abdul do to their brand,0.322222222,-0.133333333,Negative,0
556, KYC to be Olas customer   KYC to get Ola Money  KYC to get Ola Credit  KYC to get Ola Drive    can you let one person handle your platform Low key Tired of your bullshit,0.666666667,-0.133333333,Negative,0
557, sorry to say but my current ride is the last time I am using your service The Ola App sucks   Happened  times notification says booked you click on notification open ola and nothing The driver came cant find OTP as Ola will show only a map that we see on start,0.544444444,-0.133333333,Negative,0
558,  I booked a shared Ola cab from Alpine Viva to  some location near Madhepura After booking the drop location got changed to Bethany Indira Nagar I got confused I asked the driver He stopped car in remote area and asked me to step down,0.397222222,-0.138888889,Negative,0
559, I wonder what goes on in the minds of thinktanks at Ola you have all the money in the world have an ugly app UI your drivers are rude your prices are high What exactly are these nincompoops trying to achieve,0.5975,-0.1475,Negative,0
560, after left phone today in ola  cab came to lodge complaint in salt lake office but deny to registerd asked to regd over email what a shame CRN in Sakshi Poddar,0.1,-0.15,Negative,0
561,    It is not just a feedback But a complaint and same I am going to forward to Consumer forum through NCH for failing in providing in promised services,0.1625,-0.15,Negative,0
562, my ride has been even rejected after   pm in Natpur City quite a few times just because our destination was a bit out of City center,0.1,-0.15,Negative,0
563, to the experience that I had on Sunday here is another instance of your services by  I booked a cab after hardly finding one which showed it will take   mins hence cancelled due to long wait time  booked another by  which had a wait time of,0.438888889,-0.155555556,Negative,0
564,When Internet is down and millenials cant book Ola or Uber😇  httpstcojaDHSQxjbB,0.288888889,-0.155555556,Negative,0
565,  bad experience with ola partner rude behaviour unsafe ride driver had dropped in mid way and  is least bothered about safety it was better ride with    httpstcoXIFIYKjQcX,0.433333333,-0.16,Negative,0
566,Early morning today I wanted to get Ola taxi from Karbigahiya side of Patna Jn but failed as booking system is so complex Plz simplify the procedure so that common man can connect with you Thanks,0.34,-0.16,Negative,0
567, Now please provide cab which is not already in on trip This is the rd rental service i booked today and all of them were on previous trip,0.166666667,-0.166666667,Negative,0
568, Biggest Irony is I have sent Emails DMs and still u need a DM to understand the problem   Serious issue with your digital cell  Hire some brains  experts   ,0.333333333,-0.166666667,Negative,0
569,  Ive paid the payment of Rs  yet it is showing pending in my account Also due to this I am not able to book any other cab  httpstcoUuTsaLNJH,0.458333333,-0.166666667,Negative,0
570,In Chennai   I would love to give  star to every driver  who keep communite in English  Who dont ask  where are you going location kidhar jana he  n dont cancel it   who dont ask Payment Cash or online   u are at the worst ,0.533333333,-0.166666667,Negative,0
571, This booking was done in advance by me by the option of ride laterBut this man totally refused to pick up I had scheduled ride as i have to catch a train But unfortunately at the last moment i took the help of my friend for dropping me to station  httpstcoyMTwxoahw,0.605555556,-0.166666667,Negative,0
572,Hey    cab wale ab apne rishtedaro ko bhi bagal bitha ke laane lage hain ride pe  there was a man sitting next to the driver what the hell  please find details below highly ridiculous  httpstcoIItMEuTN,0.5,-0.166666667,Negative,0
573,Ola fares are nearly half of Uber these days  What’s happening ,0.166666667,-0.166666667,Negative,0
574,  i didnt rated the driveri want to rate for my previous ride please help with this,0.166666667,-0.166666667,Negative,0
575,   Ya half of Indian people dont know about thissome are thought its ola uber,0.166666667,-0.166666667,Negative,0
576, Hi Bhavish A ola driver cheated me and your  is repeating the same message like parrots A similar incident with   a high official called and resolved With ola everyone says the same text book answers Pathetic,0.438,-0.168,Negative,0
577,  why should I pay  rs since your driver denied any other mode of payment except cash  even I am getting late for cathing my flight still I am on the way and get late due to your driver denied last minute to reaching Even ola should penalized for this   httpstcoGlkaEZfJ,0.403333333,-0.17,Negative,0
578,   Its updating the next ride itself from last  minutes I had to cancel myself Very poor  httpstcoxVhCCMKNt,0.282222222,-0.173333333,Negative,0
579,    Thanks for coming up support It was  PM and I was with my wife and two small kids  year and  years respectively   behavior was also very annoyed That driver insisted to drop us after our complaint but we refused as we booked  amp scared to ride ,0.38,-0.174,Negative,0
580, Please refund my money I had booked this cab to airport n d cab broke down just  km frm my pick up point I had to book another cab n i struggled to reach airport in time U cn check with driver Bad customer service by OLA m your loyal customer since    httpstcoMGDRabyp,0.596296296,-0.174074074,Negative,0
581,        Just another hollow assurance like always  I will be charged your surged rate The driver will be elevated with the ranking of  and for you just the usual business All forgotten,0.15,-0.175,Negative,0
582, I am unable to book new ride as which booking I have completed that one is Showing on my dashboard of ola Mobile   httpstcoveHSmCK,0.477272727,-0.181818182,Negative,0
583, Things are not good in Ola They fleece customer  overchargeTheir driver cancel their trip at last moment and you suffer for their denialTheir denial and you are overcharged for their denial Customer safety is too missing in their service To hell with ola,0.238888889,-0.183333333,Negative,0
584, we had very bad experience on  November when your driver did not picked our call early morning even when we prebooked our ride a day before Thanks to OLA as we got our train early morning through their ride Worst part was we were charged for cancellation Big Thanks,0.423809524,-0.187142857,Negative,0
585, not able to book since last  mins Any issues Everytime it says something went wrong please try again later,0.397916667,-0.1875,Negative,0
586, poor and unreliable services of  today I booked ride driver said giving excuses ride not showing after i contact to support then after long discussion again rescheduled but otp is not showing my app i have wasted half hour usuallyuse   half day salary,0.266666667,-0.196666667,Negative,0
587,This is frustrating   When ever I call customer care to report any issue  concern I get a response We are facing technical issue to retrieve your details       ,0.5,-0.2,Negative,0
588,I tried to book a Ola cab today morning and this is what I faced  It was frustrating  Finally booked  And reached office  I just dont want to uninstall Ola thats why attaching proof also  Sector  Noida Delhincr         httpstcotXReozOHX,0.95,-0.2,Negative,0
589,It was a very very worst experience with  kindly look for this situation   any how I need to pay him because I have urgency to go But thats not the way I ask him to talk with  but he denied And i was also in hurry 😔,0.95,-0.2,Negative,0
590,    few of these  httpstcojnpYgbSppq,0.1,-0.2,Negative,0
591, The Ola Play and Incab Wifi both are not available,0.4,-0.2,Negative,0
592, spoils the vacation mood with poor customer management  prime play will be my next choice,0.3,-0.2,Negative,0
593,Indian taxi firm Ola signs up  drivers as it looks to take on Uber with London launch  httpstcosjdfVpO Indian ridesharing firm is to launch in London in   The firm said it has signed up  drivers in three weeks  Rival Uber is at risk of permanently,0.4,-0.2,Negative,0
594, its been more then  minutes Driver niether  coming nor picking the call And he has cancelled the booking   Very bad service from OLA  httpstcoSAiGKqQI,0.683333333,-0.205,Negative,0
595,  your drivers canceled ride after asking for destination one time I told he canceled even if it was scheduled ride nd Time again other driver asked I denied to tell he still canceled Destination is hardly km,0.458333333,-0.208333333,Negative,0
596,  why you charge rs for cancellation your driver denied his duty so we are not responsible for that Why we charge Its not fair,0.725,-0.225,Negative,0
597,I am the regular customer of ola cab what I feel today its a pathetic service and unnecessarily charge They show  and they charge  Uber is better than olai am uninstalled ola aap now       ,0.619230769,-0.225,Negative,0
598, whats wrong with ola money None of your drivers are accepting ola money Every daily wage driver is cribbing how they dont get paid on time Youve also disabled UPI apps amp BHIM temporarily Weve to carry cash everywhere now,0.4,-0.233333333,Negative,0
599, Team to I had a pathetic experience with ola cab drivers they are simply cancelling the trip because they dont wish to go to the destination Such unprofessional behaviour is not expected from a brand like ola Driver details are attached for reference  httpstcouwtTBdtw,0.564285714,-0.2375,Negative,0
600,Your partner refused to accept trip if payment is through Ola money Forced to cancel trip and pay by cash as this issued happened after boarding the trip Such behaviour of your partners should be viewed very seriously as it is leads to safety concern  httpstcoFJGiisoD,0.522222222,-0.244444444,Negative,0
601,So is SoftBank a bad investor or they really don’t care         Join the dots ,0.433333333,-0.25,Negative,0
602, Any update  Why do we have such a lousy attitude towards an issue where the customer is trying to followup Why am I not getting any respond to this    ,0.5,-0.25,Negative,0
603, That i m not able to do automatically it took  star,0.625,-0.25,Negative,0
604,Same at Delhi airport We paid ₹  for Delhi airport to Gujarati Bhavan Airport cab Meru is even expensive than ola and uber,0.4125,-0.25,Negative,0
605,Worst experience with    at Mumbai airport arrivals P Drivers kept on cancelling the booking after knowing the payment mode as OLA money  Wasted  hour of my business time  was fast enough to respond and get me a cab Never an OLA again,0.525,-0.25,Negative,0
606, last night I have an urgent meeting so to avoid rush I booked Ola motorcycle But the driver in the midway went to take the food parcel for any food delivery company at the same time left me waiting in the midway This is totally disgusting behaviour from him  httpstcoaQlxQf,0.297916667,-0.25,Negative,0
607, It was the most disgusting experience The lady who was by herself got not help from your staff when the driver bullied her We still haven’t got a cab and walked across and took an  cab Never trying you again,0.75,-0.25,Negative,0
608,  Many of your drivers spit on road while driving A campaign to Educate them and perhaps a warning thru customer feedback will solve this disgusting practice,0.75,-0.25,Negative,0
609, is miles ahead of Ola in fares   No cab economy   Companies blatantly breaking max fare law and NO surge fees   Only Consumers suffer in India  httpstcofTXhXrIw,0.75,-0.25,Negative,0
610,   have not yet received my fund of rs  yet more than two months now this is really bad experience and will  cant wait more now tem ola support system is very   Sorry to say but very bad experience after this I will stop using Ola service ,0.706666667,-0.252,Negative,0
611,  Not able to book any cabs on the ola app This is totally frustrating  Totally useless app tried reinstalling as well Still the same problem Payment done still payment pending Pathetic      better than Ola cabs  httpstcoTSTNRDdR,0.558333333,-0.275,Negative,0
612,Used Ola Outstation Ride One of the worst cab experiences of my life Driver drove fast inspite of requesting him to slow down  Asked for Cash for Petrol and CNG Argued with other people on the road Told me I can drop you anywhere and I will still get paid   ,0.532777778,-0.276111111,Negative,0
613, worst experience with ola when the driver forced me and my pregnant sister to get down  kms before the drop location and started abusing us I m gonna lodge an FIR ASAP End the ola driver license for the nuisancePFA For his details  httpstcodSFZJgVdhT,0.497222222,-0.280555556,Negative,0
614,  Could not get a single ride from the Bhubaneswar Airport today because every driver was either asking for my drop location and if Im paying through Ola money or cash when I declined answering the irrelevant questions they were cancelling the ride  httpstcoPStnOWsVg,0.607142857,-0.285714286,Negative,0
615, Why is Ola even in existence I speak of this for the city of Gurgaon yet to meet a person who is a die hard ola fanuser,0.541666667,-0.291666667,Negative,0
616, apka driver puchhta hai ki kha Jana hai aur batane ke bad ride cancel kar deta hai app log action kyo nhi lete  httpstcotVIcqKzj,0.383333333,-0.3,Negative,0
617,Need to file a complaint against  driver who has sent inappropriate messages to friend of mine for cancelling the ride Tried calling the ola complaint number but it is not attended,0.2,-0.3,Negative,0
618, Why theres not an option when your driver does not wants to come to the location to pickup Why am I being charged in case driver is not listening Not my problem if your app pics up wrong location   httpstcoGlXOBhgG,0.5,-0.3,Negative,0
619,Question for you   why would you have OLA money when the driver rudely demands cash in ADDITION to the Ola money that’s already been deducted from me,0.6,-0.3,Negative,0
620, I’m still awaiting a response to my complaint There is no reply through mail or in your dms,0.2,-0.3,Negative,0
621,  I want to lodge complaint against your driver He had argued with us without reason,0.2,-0.3,Negative,0
622, Who even dont even know how to speakand they cancelled with negative attitude,0.4,-0.3,Negative,0
623,          Now it is common these days,0.5,-0.3,Negative,0
624,The company  doesnt seem to be worried about its customers Its been over  tweets against them by a customer and they seem to be least concerned neither have i received any reply or call not Ola driver has the Ola cancelled the booking,0.4,-0.3,Negative,0
625, I’ll take a ride But i am unsatisfied with this Ride cause driver Behaves Rude and using Abusing words Rude behave  unsafe drive  Say No to On Heater in Summer So I am Requesting u to talk with him details are given below in screenshot  httpstcoxfaVJAMRw,0.6,-0.3,Negative,0
626, cab prices for  Km distance in  is ₹ on  Dec  at  PM Fare  is exorbitant and exploitative  httpstcoaTiuDxnaM,0.3,-0.3,Negative,0
627, Do you want me to file a complaint with  for violation of law,0.2,-0.3,Negative,0
628, Please share the complaint registration number with me   ,0.2,-0.3,Negative,0
629, why are charging me ola postpaid doubleWithout taking any ride i was forced to pay  without taking another What the hell ,0.2,-0.3,Negative,0
630,     So u mean to say i have to call to your customers care to listen my complaint so this support is for what,0.44375,-0.30625,Negative,0
631,  after waiting for  mins there is not a single cab at airport in micro to sedan range not a single  Pathetic management Maybe relook at the schematic befoolery going on at the ground level ,0.476190476,-0.30952381,Negative,0
632, I’m not sure why you’d even charge me a fee since the driver himself very rudely cut me off and asked me to cancel the ride 🤷🏻‍♀️,0.834444444,-0.32,Negative,0
633, Cant expect such pathetic service from u guys Transaction failed twice   refunded very nxt day to you and its still not reflected in either my account or Ola money,0.525,-0.325,Negative,0
634, I’ve been waiting for a refund on a ride I paid twice for on th November Are you seriously being this unaccountable about payments,0.666666667,-0.333333333,Negative,0
635, your drivers switch off phone just before ride after checking destination and passengers have to pay RS  cancellation charges Isnt it ridiculous,1,-0.333333333,Negative,0
636,  isnt it ridiculous You debit a sum of  and it ended with  So where is the refund In reverse cases we had to pay cash to drivers Now what  httpstcoYcFemvyrfo,1,-0.333333333,Negative,0
637, had a chamce to go to ND Railway station Traffic horrible in the early hours of morning as on both sides Ola n uber were parked blocking movement of other vehicle Suggest to take strict actions against these,0.558333333,-0.341666667,Negative,0
638, Should I not take Ola cab when I am travelling to airport to board International flight This is really bad customer service Please assist ,0.333333333,-0.35,Negative,0
639,   That way even Ola or Uber isnt bad Prebooking isnt mass scale amp hence obviously everything falls in place with control,0.583333333,-0.35,Negative,0
640, Then upgrade your ola app and policies as well its not good,0.6,-0.35,Negative,0
641, What a pathetic service you have Firstly it took  to  mins for me to find a cab then it showed that the nearest driver is  mins away which I waited for and on the last minute the driver cancels the cab n pop up comes saying sorry unable to find a cab,0.58,-0.35,Negative,0
642,  what a pathetic experience today I had with Ola Tried to book multiple outstation but everyone of the driver cancelled and called me back saying we will take you to destination privately by cutting out ola and gave some lame excuse about car availability,0.45,-0.358333333,Negative,0
643,Dear  this driver by the name Abdul refused to come to my location and even refused to cancel Over that he was being rude as if Ola is doing a big favour on me Is this how you train your drivers to talk to your customers  So disappointed Sad state of affairs  httpstcoGCYugQlN,0.6125,-0.3875,Negative,0
644, Yes please cancel it because its already very late and i havent received any response from any driver,0.78,-0.39,Negative,0
645,   Happened with me in Ola Auto  The drivers get annoyed 😡 when they hear paid via Ola Cash 😵😵,0.8,-0.4,Negative,0
646, Is OlahuUber slogan behind this,0.7,-0.4,Negative,0
647,   Btw what is the logic behind this How this fare is calculated ,0.7,-0.4,Negative,0
648, aise log ko kyo rakhte ho jo Jane se mna kar de Poor services  Pls refund my  rs  httpstcoCbZGqqEu,0.6,-0.4,Negative,0
