,tweet,Subjectivity,Polarity,Analysis
367, whats wrong with ola money None of your drivers are accepting ola money Every daily wage driver is cribbing how they dont get paid on time Youve also disabled UPI apps amp BHIM temporarily Weve to carry cash everywhere now,0.39999999999999997,-0.2333333333333333,Negative
368, Team to I had a pathetic experience with ola cab drivers they are simply cancelling the trip because they dont wish to go to the destination Such unprofessional behaviour is not expected from a brand like ola Driver details are attached for reference  httpstcouwtTBdtw,0.5642857142857143,-0.2375,Negative
369,Your partner refused to accept trip if payment is through Ola money Forced to cancel trip and pay by cash as this issued happened after boarding the trip Such behaviour of your partners should be viewed very seriously as it is leads to safety concern  httpstcoFJGiisoD,0.5222222222222223,-0.24444444444444446,Negative
370,So is SoftBank a bad investor or they really don’t care         Join the dots ,0.43333333333333335,-0.24999999999999992,Negative
371, Any update  Why do we have such a lousy attitude towards an issue where the customer is trying to followup Why am I not getting any respond to this    ,0.5,-0.25,Negative
372, That i m not able to do automatically it took  star,0.625,-0.25,Negative
373,Same at Delhi airport We paid ₹  for Delhi airport to Gujarati Bhavan Airport cab Meru is even expensive than ola and uber,0.4125,-0.25,Negative
374,Worst experience with    at Mumbai airport arrivals P Drivers kept on cancelling the booking after knowing the payment mode as OLA money  Wasted  hour of my business time  was fast enough to respond and get me a cab Never an OLA again,0.525,-0.25,Negative
375, last night I have an urgent meeting so to avoid rush I booked Ola motorcycle But the driver in the midway went to take the food parcel for any food delivery company at the same time left me waiting in the midway This is totally disgusting behaviour from him  httpstcoaQlxQf,0.29791666666666666,-0.25,Negative
376, It was the most disgusting experience The lady who was by herself got not help from your staff when the driver bullied her We still haven’t got a cab and walked across and took an  cab Never trying you again,0.75,-0.25,Negative
377,  Many of your drivers spit on road while driving A campaign to Educate them and perhaps a warning thru customer feedback will solve this disgusting practice,0.75,-0.25,Negative
378, is miles ahead of Ola in fares   No cab economy   Companies blatantly breaking max fare law and NO surge fees   Only Consumers suffer in India  httpstcofTXhXrIw,0.75,-0.25,Negative
379,   have not yet received my fund of rs  yet more than two months now this is really bad experience and will  cant wait more now tem ola support system is very   Sorry to say but very bad experience after this I will stop using Ola service ,0.7066666666666667,-0.25199999999999995,Negative
380,  Not able to book any cabs on the ola app This is totally frustrating  Totally useless app tried reinstalling as well Still the same problem Payment done still payment pending Pathetic      better than Ola cabs  httpstcoTSTNRDdR,0.5583333333333332,-0.27499999999999997,Negative
381,Used Ola Outstation Ride One of the worst cab experiences of my life Driver drove fast inspite of requesting him to slow down  Asked for Cash for Petrol and CNG Argued with other people on the road Told me I can drop you anywhere and I will still get paid   ,0.5327777777777778,-0.27611111111111114,Negative
382, worst experience with ola when the driver forced me and my pregnant sister to get down  kms before the drop location and started abusing us I m gonna lodge an FIR ASAP End the ola driver license for the nuisancePFA For his details  httpstcodSFZJgVdhT,0.49722222222222223,-0.2805555555555556,Negative
383,  Could not get a single ride from the Bhubaneswar Airport today because every driver was either asking for my drop location and if Im paying through Ola money or cash when I declined answering the irrelevant questions they were cancelling the ride  httpstcoPStnOWsVg,0.6071428571428571,-0.2857142857142857,Negative
384, Why is Ola even in existence I speak of this for the city of Gurgaon yet to meet a person who is a die hard ola fanuser,0.5416666666666666,-0.2916666666666667,Negative
385, apka driver puchhta hai ki kha Jana hai aur batane ke bad ride cancel kar deta hai app log action kyo nhi lete  httpstcotVIcqKzj,0.3833333333333333,-0.29999999999999993,Negative
386,Need to file a complaint against  driver who has sent inappropriate messages to friend of mine for cancelling the ride Tried calling the ola complaint number but it is not attended,0.2,-0.3,Negative
387, Why theres not an option when your driver does not wants to come to the location to pickup Why am I being charged in case driver is not listening Not my problem if your app pics up wrong location   httpstcoGlXOBhgG,0.5,-0.3,Negative
388,Question for you   why would you have OLA money when the driver rudely demands cash in ADDITION to the Ola money that’s already been deducted from me,0.6,-0.3,Negative
389, I’m still awaiting a response to my complaint There is no reply through mail or in your dms,0.2,-0.3,Negative
390,  I want to lodge complaint against your driver He had argued with us without reason,0.2,-0.3,Negative
391, Who even dont even know how to speakand they cancelled with negative attitude,0.4,-0.3,Negative
392,          Now it is common these days,0.5,-0.3,Negative
393,The company  doesnt seem to be worried about its customers Its been over  tweets against them by a customer and they seem to be least concerned neither have i received any reply or call not Ola driver has the Ola cancelled the booking,0.4,-0.3,Negative
394, I’ll take a ride But i am unsatisfied with this Ride cause driver Behaves Rude and using Abusing words Rude behave  unsafe drive  Say No to On Heater in Summer So I am Requesting u to talk with him details are given below in screenshot  httpstcoxfaVJAMRw,0.6,-0.3,Negative
395, cab prices for  Km distance in  is ₹ on  Dec  at  PM Fare  is exorbitant and exploitative  httpstcoaTiuDxnaM,0.3,-0.3,Negative
396, Do you want me to file a complaint with  for violation of law,0.2,-0.3,Negative
397, Please share the complaint registration number with me   ,0.2,-0.3,Negative
398, why are charging me ola postpaid doubleWithout taking any ride i was forced to pay  without taking another What the hell ,0.2,-0.30000000000000004,Negative
399,     So u mean to say i have to call to your customers care to listen my complaint so this support is for what,0.44375,-0.30625,Negative
400,  after waiting for  mins there is not a single cab at airport in micro to sedan range not a single  Pathetic management Maybe relook at the schematic befoolery going on at the ground level ,0.4761904761904762,-0.30952380952380953,Negative
401, I’m not sure why you’d even charge me a fee since the driver himself very rudely cut me off and asked me to cancel the ride 🤷🏻‍♀️,0.8344444444444444,-0.32,Negative
402, Cant expect such pathetic service from u guys Transaction failed twice   refunded very nxt day to you and its still not reflected in either my account or Ola money,0.525,-0.325,Negative
403, I’ve been waiting for a refund on a ride I paid twice for on th November Are you seriously being this unaccountable about payments,0.6666666666666666,-0.3333333333333333,Negative
404, your drivers switch off phone just before ride after checking destination and passengers have to pay RS  cancellation charges Isnt it ridiculous,1.0,-0.3333333333333333,Negative
405,  isnt it ridiculous You debit a sum of  and it ended with  So where is the refund In reverse cases we had to pay cash to drivers Now what  httpstcoYcFemvyrfo,1.0,-0.3333333333333333,Negative
406, had a chamce to go to ND Railway station Traffic horrible in the early hours of morning as on both sides Ola n uber were parked blocking movement of other vehicle Suggest to take strict actions against these,0.5583333333333333,-0.3416666666666666,Negative
407, Should I not take Ola cab when I am travelling to airport to board International flight This is really bad customer service Please assist ,0.3333333333333333,-0.3499999999999999,Negative
408,   That way even Ola or Uber isnt bad Prebooking isnt mass scale amp hence obviously everything falls in place with control,0.5833333333333333,-0.3499999999999999,Negative
409, Then upgrade your ola app and policies as well its not good,0.6000000000000001,-0.35,Negative
410, What a pathetic service you have Firstly it took  to  mins for me to find a cab then it showed that the nearest driver is  mins away which I waited for and on the last minute the driver cancels the cab n pop up comes saying sorry unable to find a cab,0.58,-0.35,Negative
411,  what a pathetic experience today I had with Ola Tried to book multiple outstation but everyone of the driver cancelled and called me back saying we will take you to destination privately by cutting out ola and gave some lame excuse about car availability,0.44999999999999996,-0.35833333333333334,Negative
412,Dear  this driver by the name Abdul refused to come to my location and even refused to cancel Over that he was being rude as if Ola is doing a big favour on me Is this how you train your drivers to talk to your customers  So disappointed Sad state of affairs  httpstcoGCYugQlN,0.6125,-0.3875,Negative
413, Yes please cancel it because its already very late and i havent received any response from any driver,0.78,-0.39,Negative
414,   Happened with me in Ola Auto  The drivers get annoyed 😡 when they hear paid via Ola Cash 😵😵,0.8,-0.4,Negative
415, Is OlahuUber slogan behind this,0.7,-0.4,Negative
416,   Btw what is the logic behind this How this fare is calculated ,0.7,-0.4,Negative
417, aise log ko kyo rakhte ho jo Jane se mna kar de Poor services  Pls refund my  rs  httpstcoCbZGqqEu,0.6,-0.4,Negative
418,       Uber n Ola really need  manage their operations at MUMBAI TERMINAL  Cabs asking for location before amp cancelling incessant chaos No one manages people or flow of vehicles Takes  min on avg Pathetic experience EVERYTIME,0.6,-0.4,Negative
419,  Stop nautanki Cant share pain of your Muslim friends sitting in USA  Only way for self deprecating idiots like you is accept Islam n start attending Jumme ki Namaz  Can Have wives Celebrate genocide of Kafirs for yr Blow shouting Ola ho Uber Add to world Peace👍🙌,0.9,-0.4,Negative
420,amp another  driver of  rank asks me in advance over the phone where do I have to go without even reaching me for pick up No exaggeration every second Driver does this nowadays Seems you are obliging me despite charging a surge for my ride   httpstcoACidhmxdA,0.45,-0.4,Negative
421,    is eating   and   business  Lemme explain   Ola Uber has less cabs on road and drivers are ruling them brutally for ex My last week experience in which cab wala kept cancelling my cab until I got frustrated  One bad experience is enough  httpstcoootKhvrHJS,0.4166666666666667,-0.4069444444444444,Negative
422,    your driver again disappointed me with my family I did book for railway station and in sedan car they dont have even space for single luggage bag Have to put on laps for travel,0.48214285714285715,-0.4107142857142857,Negative
423, Our driver after picking us up honked wildly at a lady in our society hurled very bad abuses on herit was really very nasty then in his anger drove rashly in his anger and hit a two wheeler right in front of our societyI am not sure if was drunk on duty  httpstcolfHBssKid,0.6364087301587302,-0.4592857142857143,Negative
424,  They do this at the worst possible timethey make us wait and then they cancel extremely irritating,0.9333333333333332,-0.4666666666666666,Negative
425,   it was worst ride I ever had The driver was so tired he slept twice during driving Its not his fault he completed his last ride yesterday at  again you placed him for another ride at  am Its fault of your system  httpstcoIMsZsYeaDt,0.5888888888888889,-0.4666666666666666,Negative
426,   Your app still says ill be charged for cancelation trips which your drivers cancelled and not me ,1.0,-0.5,Negative
427, This is my CRN number  My ride is scheduled for   AM today and still no cab has been allocated to me I cant contact the support because no phone number is working I am unable to cancel the ride too Care to help  Because i am stranded here  httpstcolIHwzvjB,0.5,-0.5,Negative
428,This driver  hadnt still cancelled the ride Its been over mins since hes machine got us Now we are unable to book another Ola as well  Trying to book an  now  httpstcoTcShoKce,0.5,-0.5,Negative
429, never ever gonna use Ola service again Lousy customer support Looters They will charge anything  I will also suggest others to not use Ola cabs,0.5,-0.5,Negative
430, Thank you sir we hope so nd sorry for over Egreesive but driver was ℅wrong,1.0,-0.5,Negative
431, unable to get through ,0.5,-0.5,Negative
432,   You are giving wrong info Sir Just for pick up they charged ₹ Refused to allow vehicle to pass Why this confusion can’t you inform all operators concerned what the rules are  Customer service is zilch in Chennai airport,0.9,-0.5,Negative
433,Booked cab on  when i called the driver he refused to come at the desired location and cancelled the ride Then why should i pay the cancellation charges Such a pathetic experience with   httpstcoqLtRJEEIZ,0.75,-0.5,Negative
434,   Sad,1.0,-0.5,Negative
435,  This is really sad Ola  Your drivers in Kanpur dont allow you to sit if you use Ola Money and this in Mumbai,1.0,-0.5,Negative
436, Ola does it again Bkd Ola Outstation y’nite sachs for  AM from Pune to Mumbai and got a cnfmn msgs saying he is OTW etc giving OTP and when he does not turn up and says he had declined the ride Ola says “ sorry for the inconvenience” “ will take time for alt one”,1.0,-0.5,Negative
437, Ola a fraud   throughout​ the network  fraudulent activity  grabbing money from customers account without the knowledge of  customers  by using wrong pins and password hence beware of ola,0.9,-0.5,Negative
438,One of my female  Friend had a terrible experience with ola   today the driver with the CRN no  misbehave with my friend and snatched her mobile while opposing he hold her hands and use slangs   ,0.5833333333333334,-0.5,Negative
439,Awful condition of the vehicle Riding in an Ola driven by Indrajit Mondal    OTP  is needed to start the ride after boarding the cab Final bill amount will be shown on driver device Track the ride here  httpstcoteplebayJ,1.0,-0.5,Negative
440, Sorry can you now eloborate what should I do in the app Because the app doesn’t work,1.0,-0.5,Negative
441, unable to track booked rides  httpstcovSHpVnnlF,0.5,-0.5,Negative
442,    Being marathi manus voters drivers bribe amp continue Had this been a uber or Ola cab driven by migrants police RTO officials kali peeli together ruin driver alike me they file even illegal chalan to harass,0.5,-0.5,Negative
443, your drivers are unprofessional and rude Disappointed with the service     ,0.675,-0.525,Negative
444, You guys will loose all your clients soon just because of you pathetic jaatgujar drivers,0.6346153846153846,-0.5384615384615384,Negative
445, I dont want your stupid apology Why the hell I am getting sms of late fee when I have paid the bill through my Google pay account,0.8,-0.5499999999999999,Negative
446,If you let me rate the copassengers on pool   Ill fucking tell you how its done Just let me  Please,0.9,-0.55,Negative
447, This is truly fucked up  ,0.7,-0.6,Negative
448, Thus S O B Was booked  hour ago and he canceled at the time of arrival Then ignores phone calls  Bloody thief of my time And OLA employes such Stupid drivers who steal  Blacklist this f er  bloody B d,0.825,-0.6000000000000001,Negative
449, cab driver was very careless and liar he was not pick up my call  After mnt I was cancel my ride and Ola will take  rupees cancellation charge   ,1.0,-0.65,Negative
450,min in finding swipe to end trip in OLA share  definitely a bad UI  bad   for the user ,0.6666666666666666,-0.6999999999999998,Negative
451, should be   Bad cx by  Please do not use OLA anymore I will not use your bad cabs,0.6666666666666666,-0.6999999999999998,Negative
452,Why’s the  situation turned so bad I’m       ,0.6666666666666666,-0.6999999999999998,Negative
453,I guess they really hate ola and Uber in guwahati  httpstcoOQrbopBA,0.9,-0.8,Negative
454, The tweet was not for refund it was for how is kms base kms for a outstation ride,1.0,-0.8,Negative
455, very bad experience with Ola customer care In this era where customers Satisfaction is everything there Ola is lacking this Disappointed,0.8083333333333333,-0.8299999999999998,Negative
456, very bad your services  httpstcoVXTKqkW,0.8666666666666667,-0.9099999999999998,Negative
457,   Driver was speaking on the phone all the way while driving and was using abusive language with the person on the phone horrible experience  httpstcoKDoYKGrUqE,1.0,-1.0,Negative
458, getting worst customer serviceThere is no value of Ola commitment,1.0,-1.0,Negative
